f1_macro,f1_weighted,kappa,log_loss,tasa_automatizacion,precision_condicionada,fold
0.44547705783088043,0.42159064729122336,0.40947589533466455,2.2617012365295084,0.2175379426644182,0.7926356589147286,0
0.42943728755754784,0.40243888028985525,0.39209928157788476,2.2448905711116383,0.11551433389544688,0.8175182481751825,1
0.45913726640593777,0.4143812151786501,0.40408474568177366,2.2167953942379595,0.17664418212478922,0.7983293556085919,2
0.44481730700151223,0.40449275997108314,0.3920597219424139,2.2660454026246364,0.18233558178752107,0.7468208092485549,3
0.4163161551405986,0.38331791989423314,0.37177368946852496,2.3203611122232295,0.14080944350758853,0.7994011976047904,4
